	elbo	tsne_cost
0	-160.6708984375	6.373968124389648
1	-106.95855712890625	12.711348533630371
2	-86.53247833251953	19.15179443359375
3	-73.28759765625	25.46645736694336
4	-69.02204132080078	31.881807327270508
5	-64.5473861694336	38.343177795410156
6	-60.35610580444336	44.73492431640625
7	-56.18037796020508	51.33775329589844
8	-49.359928131103516	57.217613220214844
9	-39.97455596923828	64.00387573242188
