	z_coordinate_0	z_coordinate_1
458	0.16795728	0.07174279
459	0.16798651	0.0717427
460	0.1680122	0.07176264
461	0.1679611	0.071753815
462	0.16798875	0.071752325
463	0.16793883	0.07174249
464	0.16788855	0.07171519
465	0.16801046	0.07174383
466	0.16828668	0.07161029
467	0.16794838	0.07165457
468	0.1680938	0.07167594
469	0.16794181	0.07176562
470	0.16798206	0.07176168
471	0.16717267	0.07217227
472	0.1669798	0.07172702
473	0.16796821	0.07169877
474	0.16799897	0.071756765
475	0.167902	0.07171883
476	0.1675978	0.07187857
477	0.16795757	0.07174559
478	0.16801953	0.07174988
479	0.16799787	0.07173596
480	0.16794185	0.07175486
481	0.16795449	0.07170497
482	0.16789609	0.07180412
483	0.1679673	0.071756974
484	0.16776992	0.07177569
485	0.16808084	0.071762994
486	0.16793607	0.07179041
487	0.16791955	0.07181336
488	0.16798648	0.071711406
489	0.16787705	0.07178487
490	0.16795641	0.07174514
491	0.16791868	0.07179518
492	0.16791187	0.07177068
493	0.16798197	0.07174863
494	0.16809264	0.07171734
495	0.1680316	0.071748
496	0.16790985	0.07170932
497	0.16795051	0.071735606
498	0.16782907	0.07173841
499	0.16814108	0.0717511
500	0.16790585	0.07177286
501	0.16796781	0.0717711
502	0.16803151	0.07171936
503	0.16802916	0.07171847
504	0.16796738	0.071759835
505	0.16794434	0.07179542
506	0.16796671	0.07174511
507	0.16795197	0.07175328
508	0.16794671	0.07173018
509	0.16776612	0.071827695
510	0.16794467	0.071764365
511	0.16819519	0.07167359
512	0.16795066	0.07180612
513	0.16801703	0.07179375
514	0.16798946	0.07176565
515	0.16800141	0.07174875
516	0.16797754	0.0717587
517	0.16805932	0.07170497
518	0.1678403	0.0717669
519	0.16786574	0.07175155
520	0.16795874	0.07172595
521	0.16811666	0.07163857
522	0.16803841	0.0716349
523	0.16795531	0.07178779
524	0.16797596	0.071719214
525	0.16789415	0.0718133
526	0.16798088	0.0717472
527	0.16797571	0.07176252
528	0.16967544	0.07125671
529	0.16794299	0.0717551
530	0.1679187	0.07191642
531	0.16800457	0.071723595
532	0.16808748	0.07161589
533	0.16793123	0.07177006
534	0.16809255	0.07167961
535	0.16801283	0.07174288
536	0.16797608	0.07176329
537	0.16802761	0.0717103
538	0.16799548	0.07172765
539	0.16795447	0.071764484
540	0.1679907	0.07171236
541	0.16804706	0.07181521
542	0.16796647	0.071781054
543	0.16797929	0.071753606
544	0.16803467	0.071737364
545	0.16807707	0.071741775
546	0.16800994	0.0716895
547	0.16796565	0.07174881
548	0.16811964	0.07166369
549	0.16836359	0.07159047
550	0.16800526	0.071817294
551	0.16798997	0.07173015
552	0.1680096	0.07179685
553	0.16797242	0.071724996
554	0.16792704	0.07178898
555	0.16786686	0.07176377
556	0.16803466	0.071764156
557	0.16798738	0.07175927
558	0.16796716	0.07179533
559	0.16818237	0.07169719
560	0.16797234	0.07175635
561	0.16799521	0.071755186
562	0.16795535	0.071717635
563	0.1679501	0.07174425
564	0.16793628	0.071630344
565	0.16795702	0.07178022
566	0.16794999	0.071758434
567	0.16784066	0.07178144
568	0.16800094	0.07173534
569	0.16910875	0.072590604
570	0.16798688	0.07172562
571	0.16797787	0.071729615
572	0.16808127	0.07176317
573	0.16790247	0.071753606
574	0.16793647	0.071762994
575	0.16803738	0.07170181
576	0.16793641	0.07174532
577	0.16791648	0.07174732
578	0.16798325	0.07175352
579	0.16815223	0.07172753
580	0.16799198	0.07168467
581	0.16794892	0.07173164
582	0.1679767	0.07177056
583	0.16791676	0.07178606
584	0.16790517	0.0717559
585	0.16799387	0.07174893
586	0.16802114	0.071768954
587	0.16796859	0.071723774
588	0.1679112	0.07175608
589	0.16790947	0.07173909
590	0.16845532	0.07180737
591	0.16800778	0.07175647
592	0.16859049	0.07154964
593	0.16799124	0.07174273
594	0.16797863	0.07174544
595	0.16779187	0.07180275
596	0.16798878	0.071719304
597	0.16804776	0.07186715
598	0.16793759	0.07175608
599	0.16800165	0.071729794
600	0.16793835	0.071722284
601	0.16797835	0.071752146
602	0.16803569	0.07172577
603	0.16793402	0.07175599
604	0.1678956	0.07180147
605	0.16799957	0.07177134
606	0.16788758	0.07171966
607	0.16795094	0.07172562
608	0.16796172	0.071732566
609	0.16805755	0.07170905
610	0.168153	0.071654364
611	0.16785486	0.07171808
612	0.16793545	0.07171519
613	0.16806233	0.07149579
614	0.16801873	0.07175745
615	0.16756207	0.07200308
616	0.16800211	0.071740404
617	0.16798699	0.07172854
618	0.16796196	0.07178502
619	0.16793315	0.07174082
620	0.16797201	0.07175435
621	0.16796735	0.0717486
622	0.1679454	0.07177468
623	0.16796365	0.071761504
624	0.1680133	0.07169257
625	0.16787797	0.071800694
626	0.16797136	0.07173799
627	0.1679591	0.07178031
628	0.16800547	0.07175763
629	0.16797304	0.07175331
630	0.16795903	0.07178135
631	0.16801573	0.07177617
632	0.16798803	0.07173662
633	0.16799045	0.07176255
634	0.16795732	0.07174967
635	0.16790849	0.07179798
636	0.16796602	0.07177468
637	0.16797766	0.07173462
638	0.16799119	0.07173748
639	0.16796294	0.07173504
640	0.167955	0.071756795
641	0.16862664	0.07197328
642	0.16853978	0.07172747
643	0.16800639	0.0717224
644	0.16800258	0.07174249
645	0.16812062	0.07173349
646	0.16792944	0.07183741
647	0.16793278	0.07175453
648	0.16794208	0.07175504
649	0.16790591	0.07175346
650	0.167966	0.071735665
651	0.16794789	0.07174753
652	0.16797894	0.07175411
653	0.1680199	0.07163848
654	0.16796994	0.07174246
655	0.16797376	0.07176103
656	0.167919	0.071712
657	0.16792479	0.07176338
658	0.16824417	0.07179774
659	0.16802113	0.07182054
660	0.16829246	0.07114662
661	0.16796795	0.07174604
662	0.16788323	0.07173194
663	0.16799776	0.07174201
664	0.16797012	0.07171966
