	log_likelihood
7682	-2620.4246
7683	-2618.9585
7684	-2605.851
7685	-2647.586
7686	-2725.6587
7687	-2652.7837
7688	-2646.3713
7689	-2647.1082
7690	-2645.126
7691	-2626.5684
7692	-2656.2651
7693	-2618.6038
7694	-2699.697
7695	-2641.3691
7696	-2635.074
7697	-2619.8608
7698	-2691.1384
7699	-2621.7297
7700	-2602.063
7701	-2639.8918
7702	-2655.6396
7703	-2661.609
7704	-2700.4336
7705	-2605.1353
7706	-2642.3037
7707	-2628.9668
7708	-2638.363
7709	-2680.559
7710	-2610.553
7711	-2668.5532
7712	-2611.5322
7713	-2624.425
7714	-2605.6143
7715	-2620.5469
7716	-2627.899
7717	-2655.062
7718	-2630.007
7719	-2620.4033
7720	-2682.8794
7721	-2653.5347
7722	-2673.9238
7723	-2645.5378
7724	-2634.731
7725	-2632.4255
7726	-2650.022
7727	-2619.773
7728	-2622.6538
7729	-2624.8716
7730	-2661.9807
7731	-2597.6914
7732	-2631.3564
7733	-2608.3032
7734	-2697.3875
7735	-2609.9463
7736	-2610.3223
7737	-2624.608
7738	-2624.1323
7739	-2655.825
7740	-2689.5854
7741	-2636.1194
7742	-2660.5278
7743	-2630.4534
7744	-2616.121
7745	-2689.083
7746	-2609.576
7747	-2641.2576
7748	-2700.7004
7749	-2623.455
7750	-2625.4
7751	-2628.8738
7752	-2624.23
7753	-2644.4028
7754	-2612.75
7755	-2646.9424
7756	-2652.8372
7757	-2621.9702
7758	-2618.9175
7759	-2648.7456
7760	-2646.7258
7761	-2593.1907
7762	-2696.5063
7763	-2629.978
7764	-2690.0051
7765	-2615.476
7766	-2614.267
7767	-2690.2534
7768	-2668.9736
7769	-2653.547
7770	-2653.0288
7771	-2656.315
7772	-2610.436
7773	-2651.733
7774	-2623.7837
7775	-2625.8037
7776	-2621.8137
7777	-2631.025
7778	-2684.0903
7779	-2652.2866
7780	-2604.7092
7781	-2629.4417
7782	-2616.9326
7783	-2616.5771
7784	-2634.3171
7785	-2656.1997
7786	-2611.4175
7787	-2649.9807
7788	-2688.9868
7789	-2618.5522
7790	-2640.84
7791	-2634.8076
7792	-2659.1616
7793	-2685.5552
7794	-2664.9502
7795	-2636.7605
7796	-2650.4114
7797	-2623.045
7798	-2695.6382
7799	-2658.2385
7800	-2616.3428
7801	-2629.8098
7802	-2656.814
7803	-2644.9434
7804	-2631.3806
7805	-2635.0718
7806	-2631.0532
7807	-2661.9053
7808	-2685.046
7809	-2644.2573
7810	-2645.266
7811	-2676.782
7812	-2659.559
7813	-2642.364
7814	-2643.7905
7815	-2651.1304
7816	-2611.1902
7817	-2595.2317
7818	-2638.6274
7819	-2632.4773
7820	-2627.3926
7821	-2662.645
7822	-2616.966
7823	-2617.3347
7824	-2633.6023
7825	-2639.6416
7826	-2649.938
7827	-2614.4312
7828	-2705.4097
7829	-2654.1172
7830	-2677.1375
7831	-2601.947
7832	-2609.7212
7833	-2629.9666
7834	-2632.1108
7835	-2612.479
7836	-2613.4104
7837	-2645.179
7838	-2635.0908
7839	-2614.5767
7840	-2610.6665
7841	-2599.8208
7842	-2662.5264
7843	-2621.0188
7844	-2588.9624
7845	-2668.5188
7846	-2627.8506
7847	-2636.5527
7848	-2643.2183
7849	-2675.4563
7850	-2643.3813
7851	-2616.3984
7852	-2681.5415
7853	-2599.8752
7854	-2647.9253
7855	-2616.0994
7856	-2667.5847
7857	-2638.4524
7858	-2634.6006
7859	-2725.3594
7860	-2635.3403
7861	-2634.8428
7862	-2600.9448
7863	-2645.897
7864	-2593.7065
7865	-2611.5356
7866	-2607.7415
7867	-2700.0886
7868	-2593.7297
7869	-2657.4377
7870	-2708.199
7871	-2614.7175
7872	-2620.8523
7873	-2649.1924
7874	-2641.962
7875	-2618.2341
7876	-2631.532
7877	-2663.3164
7878	-2602.1973
7879	-2599.7246
7880	-2624.6746
7881	-2608.0432
7882	-2643.5703
7883	-2652.6558
7884	-2681.8926
7885	-2669.4136
7886	-2665.193
7887	-2638.0767
7888	-2652.0376
7889	-2625.6553
7890	-2619.2239
7891	-2653.5178
7892	-2635.4116
7893	-2647.3135
7894	-2671.8618
7895	-2609.8494
7896	-2669.8857
7897	-2597.661
7898	-2629.483
7899	-2658.5898
7900	-2647.2605
7901	-2651.2522
7902	-2700.9043
7903	-2615.4375
7904	-2655.8894
7905	-2614.595
7906	-2648.0417
7907	-2675.8872
7908	-2626.4844
7909	-2603.9543
7910	-2618.0132
7911	-2634.123
7912	-2617.8533
7913	-2608.7964
7914	-2640.6301
7915	-2606.6846
7916	-2620.0298
7917	-2620.0996
7918	-2629.5925
7919	-2611.6313
7920	-2620.7202
7921	-2599.8008
7922	-2606.6821
7923	-2667.0256
7924	-2633.9092
7925	-2707.9712
7926	-2669.5796
7927	-2634.1855
7928	-2619.4424
7929	-2604.602
7930	-2607.2205
7931	-2601.3267
7932	-2622.1174
7933	-2705.9224
7934	-2679.0667
7935	-2630.3726
7936	-2606.8083
7937	-2641.2983
7938	-2671.9653
7939	-2619.8677
7940	-2622.5203
7941	-2640.7224
7942	-2659.8967
7943	-2670.2634
7944	-2641.8464
7945	-2602.6267
7946	-2648.4885
7947	-2622.1443
7948	-2645.1726
7949	-2615.2812
7950	-2733.7808
7951	-2630.7793
7952	-2633.7563
7953	-2658.985
7954	-2656.22
7955	-2660.618
7956	-2661.1074
7957	-2618.5286
7958	-2661.2954
7959	-2655.6753
7960	-2627.8257
7961	-2623.396
7962	-2621.1138
7963	-2670.1934
7964	-2599.1628
7965	-2604.9678
7966	-2656.8223
7967	-2705.6313
7968	-2628.744
7969	-2610.2212
7970	-2680.0027
7971	-2649.95
7972	-2633.5054
7973	-2663.1675
7974	-2650.0376
7975	-2634.686
7976	-2647.354
7977	-2621.4004
7978	-2609.1091
7979	-2624.309
7980	-2598.1028
7981	-2626.6106
7982	-2665.2253
7983	-2630.3713
7984	-2704.1
7985	-2620.2651
7986	-2658.3022
7987	-2636.642
7988	-2616.607
7989	-2627.1746
7990	-2631.8875
7991	-2604.026
7992	-2623.3582
7993	-2637.1309
7994	-2631.9343
7995	-2644.7065
7996	-2630.3047
7997	-2604.416
7998	-2678.264
7999	-2604.5134
8000	-2635.9922
8001	-2668.2024
8002	-2636.8726
8003	-2624.2156
8004	-2646.3354
8005	-2648.656
8006	-2653.9712
8007	-2602.769
8008	-2648.5361
8009	-2622.293
8010	-2650.3896
8011	-2630.3726
8012	-2608.1484
8013	-2612.2778
8014	-2596.714
8015	-2624.7676
8016	-2653.045
8017	-2642.1804
8018	-2622.3716
8019	-2611.2847
8020	-2646.1157
8021	-2727.1584
8022	-2626.5867
8023	-2632.7974
8024	-2657.186
8025	-2668.4368
8026	-2624.261
8027	-2648.5354
8028	-2653.5537
8029	-2638.8447
8030	-2654.5273
8031	-2619.648
8032	-2662.3818
8033	-2717.037
8034	-2627.5964
8035	-2675.2114
8036	-2606.135
8037	-2651.5933
8038	-2604.481
8039	-2622.1296
8040	-2616.266
8041	-2657.5718
8042	-2606.7195
8043	-2628.2212
8044	-2614.1858
8045	-2603.8335
8046	-2616.2122
8047	-2640.5925
8048	-2622.2166
8049	-2656.5684
8050	-2666.8945
8051	-2614.5312
8052	-2651.3225
8053	-2653.4697
8054	-2640.2415
8055	-2627.455
8056	-2701.4485
8057	-2635.3198
8058	-2662.5493
8059	-2629.681
8060	-2691.3557
8061	-2631.9463
8062	-2598.5913
8063	-2624.2864
8064	-2650.7737
8065	-2623.2466
8066	-2640.067
8067	-2638.5352
8068	-2619.6729
8069	-2622.759
8070	-2630.8416
8071	-2608.6228
8072	-2643.5088
8073	-2627.1106
8074	-2620.7036
8075	-2602.8374
8076	-2705.427
8077	-2627.6074
8078	-2670.8716
8079	-2625.4028
8080	-2687.5222
8081	-2623.3938
8082	-2600.0405
8083	-2641.4673
8084	-2665.066
8085	-2663.4604
8086	-2641.9177
8087	-2687.1536
8088	-2629.639
8089	-2636.924
8090	-2629.0967
8091	-2693.0234
8092	-2643.9644
8093	-2630.2683
8094	-2677.7104
8095	-2656.1602
8096	-2622.231
8097	-2637.7515
8098	-2631.343
8099	-2628.2632
8100	-2655.384
8101	-2638.8555
8102	-2608.469
8103	-2605.791
8104	-2605.5857
8105	-2688.7368
8106	-2639.8823
8107	-2638.4897
8108	-2653.883
8109	-2636.5286
8110	-2618.174
8111	-2700.2285
8112	-2618.775
8113	-2637.4238
8114	-2665.3765
8115	-2624.0793
8116	-2637.2686
8117	-2628.773
8118	-2635.536
8119	-2630.9646
8120	-2626.1687
8121	-2605.2578
8122	-2650.6301
8123	-2621.8887
8124	-2592.7642
8125	-2615.5286
8126	-2652.6519
8127	-2629.6128
8128	-2609.0957
8129	-2638.67
8130	-2617.132
8131	-2645.8684
8132	-2599.1016
8133	-2616.5918
8134	-2620.9026
8135	-2640.8254
8136	-2699.45
8137	-2622.3174
8138	-2612.1594
8139	-2646.75
8140	-2626.5427
8141	-2643.35
8142	-2624.2222
8143	-2615.2131
8144	-2609.9597
8145	-2627.9753
8146	-2667.0586
8147	-2644.516
8148	-2648.4382
8149	-2660.7068
8150	-2583.1597
8151	-2729.9556
8152	-2621.7766
8153	-2637.7827
8154	-2619.9656
8155	-2692.7183
8156	-2715.6797
8157	-2625.3801
8158	-2644.2402
8159	-2608.9016
8160	-2631.0774
8161	-2614.0205
8162	-2613.039
8163	-2632.8296
8164	-2600.8364
8165	-2633.211
8166	-2627.1055
8167	-2630.6782
8168	-2652.6406
8169	-2631.8552
8170	-2645.0261
8171	-2617.27
8172	-2637.2974
8173	-2610.7493
8174	-2640.7922
8175	-2662.602
8176	-2616.9243
8177	-2745.9585
8178	-2599.363
8179	-2599.0203
8180	-2657.1978
8181	-2651.2058
8182	-2610.6394
8183	-2642.582
8184	-2641.941
8185	-2626.6934
8186	-2608.6726
8187	-2688.3743
8188	-2621.011
8189	-2612.3777
8190	-2643.0024
8191	-2629.9573
8192	-2651.7812
8193	-2645.5708
8194	-2681.8774
8195	-2635.3062
8196	-2628.7544
8197	-2665.1196
8198	-2642.102
8199	-2668.0134
8200	-2671.1833
8201	-2620.8306
8202	-2638.2988
8203	-2698.7827
8204	-2614.2449
8205	-2630.6484
8206	-2650.3545
8207	-2616.4016
8208	-2641.9038
8209	-2620.4668
8210	-2643.4836
8211	-2668.178
8212	-2614.3882
8213	-2591.8408
8214	-2612.6167
8215	-2609.562
8216	-2595.2864
8217	-2661.8193
8218	-2619.2632
8219	-2613.6365
8220	-2627.3997
8221	-2613.911
8222	-2626.0933
8223	-2632.9487
8224	-2606.3284
8225	-2626.633
8226	-2605.6538
8227	-2615.5337
8228	-2606.5112
8229	-2614.3198
8230	-2625.9507
8231	-2672.095
8232	-2616.7346
8233	-2659.6716
8234	-2654.6484
8235	-2643.9817
8236	-2611.459
8237	-2635.1
8238	-2642.0928
8239	-2617.5977
8240	-2633.6235
8241	-2654.8315
8242	-2624.5854
8243	-2652.7063
8244	-2616.858
8245	-2664.4172
8246	-2685.1626
8247	-2681.7202
8248	-2609.0554
8249	-2636.434
8250	-2631.0386
8251	-2641.7834
8252	-2644.7888
8253	-2623.687
8254	-2626.6792
8255	-2622.8855
8256	-2632.0962
8257	-2703.445
8258	-2651.5925
8259	-2616.6975
8260	-2694.6538
8261	-2671.97
8262	-2670.8403
8263	-2657.4468
8264	-2624.2825
8265	-2658.7385
8266	-2607.833
8267	-2672.709
8268	-2649.083
8269	-2687.9175
8270	-2631.3247
8271	-2619.4878
8272	-2672.5327
8273	-2632.9507
8274	-2756.0068
8275	-2610.467
8276	-2606.5723
8277	-2665.6584
8278	-2633.9253
8279	-2606.9006
8280	-2662.6794
8281	-2635.1887
8282	-2648.71
8283	-2634.2039
8284	-2617.748
8285	-2649.4707
8286	-2625.2502
8287	-2675.9834
8288	-2630.62
8289	-2688.2163
8290	-2650.3765
8291	-2621.5747
8292	-2641.0996
8293	-2657.6616
8294	-2656.7708
8295	-2618.0557
8296	-2609.5405
8297	-2608.652
8298	-2634.735
8299	-2617.7593
8300	-2663.0796
8301	-2650.306
8302	-2633.948
8303	-2635.2437
8304	-2648.3335
8305	-2671.4175
8306	-2603.9246
8307	-2634.9321
8308	-2628.568
8309	-2628.58
8310	-2617.0693
8311	-2673.6875
8312	-2612.2417
8313	-2593.0308
8314	-2609.1533
8315	-2615.0093
8316	-2636.586
8317	-2636.1223
8318	-2620.8489
8319	-2612.4993
8320	-2612.5107
8321	-2645.6235
8322	-2625.2463
8323	-2624.4624
8324	-2676.56
8325	-2683.9937
8326	-2640.5625
8327	-2631.3855
8328	-2670.737
8329	-2630.57
8330	-2701.3042
8331	-2624.3918
8332	-2626.9333
8333	-2647.2075
8334	-2610.19
8335	-2625.6758
8336	-2630.489
8337	-2598.7114
8338	-2658.206
8339	-2668.8398
8340	-2599.1062
8341	-2606.1384
8342	-2684.8503
8343	-2621.4512
8344	-2620.5525
8345	-2681.393
8346	-2701.2258
8347	-2653.9666
8348	-2636.671
8349	-2608.063
8350	-2617.7642
8351	-2670.2832
8352	-2645.9075
8353	-2604.6821
8354	-2620.8699
8355	-2655.5562
8356	-2630.897
8357	-2637.582
8358	-2684.066
8359	-2622.084
8360	-2630.1145
8361	-2653.377
8362	-2602.5105
8363	-2615.8992
8364	-2623.6978
8365	-2607.7144
8366	-2617.3967
8367	-2670.0505
8368	-2598.5913
8369	-2653.3276
8370	-2630.3953
8371	-2617.3923
8372	-2615.7407
8373	-2604.5972
8374	-2626.5398
8375	-2620.6677
8376	-2599.2988
8377	-2647.6804
8378	-2600.709
8379	-2637.1836
8380	-2626.106
8381	-2646.1384
8382	-2622.387
8383	-2616.103
8384	-2676.9019
8385	-2674.1853
8386	-2647.0815
8387	-2663.817
8388	-2665.0515
8389	-2634.1787
8390	-2603.2014
8391	-2635.1626
8392	-2615.6536
8393	-2642.6917
8394	-2651.0784
8395	-2645.7957
8396	-2633.162
8397	-2649.974
8398	-2623.173
8399	-2654.5774
8400	-2624.6099
8401	-2631.0283
8402	-2654.6863
8403	-2635.5984
8404	-2632.1235
8405	-2682.5117
8406	-2667.688
8407	-2653.5903
8408	-2659.3496
8409	-2643.5417
8410	-2657.7214
8411	-2700.7908
8412	-2648.2183
8413	-2607.097
8414	-2642.8298
8415	-2642.7783
8416	-2643.189
8417	-2666.456
8418	-2614.7354
8419	-2619.636
8420	-2632.576
8421	-2650.331
8422	-2651.9016
8423	-2622.6016
8424	-2613.1685
8425	-2617.0151
8426	-2656.9893
8427	-2631.3948
8428	-2636.2952
8429	-2696.2986
8430	-2692.6646
8431	-2657.789
8432	-2672.0884
8433	-2630.944
8434	-2621.3872
8435	-2693.785
8436	-2625.41
8437	-2624.9878
8438	-2637.569
8439	-2615.609
8440	-2634.007
8441	-2651.7085
8442	-2591.5398
8443	-2615.06
8444	-2596.972
8445	-2648.3452
8446	-2628.579
8447	-2607.6072
8448	-2650.5488
8449	-2660.355
8450	-2615.0603
8451	-2660.0498
8452	-2617.4626
8453	-2666.094
8454	-2623.6526
8455	-2611.3896
8456	-2636.4321
8457	-2630.8655
8458	-2676.5278
8459	-2627.8171
8460	-2650.4172
8461	-2631.5117
8462	-2645.2036
8463	-2622.3237
8464	-2695.5767
8465	-2624.6448
8466	-2639.0105
8467	-2699.336
8468	-2633.1355
8469	-2614.5493
8470	-2663.6885
8471	-2625.3228
8472	-2619.7021
8473	-2714.2227
8474	-2663.1191
8475	-2615.1157
8476	-2615.0835
8477	-2641.6829
8478	-2619.29
8479	-2622.2385
8480	-2707.5688
8481	-2666.7874
8482	-2654.7812
8483	-2677.0068
8484	-2604.352
8485	-2633.0176
8486	-2652.571
8487	-2629.3918
8488	-2617.5688
8489	-2636.0923
8490	-2652.5046
8491	-2605.5747
8492	-2616.7075
8493	-2627.5837
8494	-2680.397
8495	-2641.3613
8496	-2628.2153
8497	-2635.1538
8498	-2635.4917
8499	-2598.787
8500	-2630.9255
8501	-2598.213
8502	-2613.9087
8503	-2634.4277
8504	-2676.8708
8505	-2645.352
8506	-2590.623
8507	-2634.5957
8508	-2600.0479
8509	-2653.1519
8510	-2620.4785
8511	-2608.2378
8512	-2601.2793
8513	-2656.3591
8514	-2633.3713
8515	-2623.886
8516	-2669.08
8517	-2612.852
8518	-2654.1692
8519	-2641.0847
8520	-2631.4697
8521	-2654.3328
8522	-2624.1133
8523	-2610.067
8524	-2631.8591
8525	-2618.677
8526	-2674.1511
8527	-2615.5676
8528	-2703.8074
8529	-2612.189
8530	-2627.4548
8531	-2610.9126
8532	-2609.6433
8533	-2657.2139
8534	-2636.164
8535	-2617.7747
8536	-2618.4358
8537	-2673.2664
8538	-2602.1392
8539	-2648.9417
8540	-2654.1504
8541	-2638.2788
8542	-2647.1558
8543	-2675.0862
8544	-2664.3618
8545	-2629.9617
8546	-2622.9604
8547	-2618.108
8548	-2664.973
8549	-2634.5251
8550	-2633.635
8551	-2638.6633
8552	-2617.9563
8553	-2620.8394
8554	-2636.5579
8555	-2618.9175
8556	-2628.5999
8557	-2655.5405
8558	-2643.1057
8559	-2653.0894
8560	-2610.0571
8561	-2667.7095
8562	-2612.6348
8563	-2623.1636
8564	-2604.8765
8565	-2624.048
8566	-2654.2239
8567	-2615.7664
8568	-2593.832
8569	-2622.419
8570	-2647.596
8571	-2622.221
8572	-2627.0923
8573	-2603.0598
8574	-2597.7603
8575	-2631.352
8576	-2602.936
8577	-2685.4724
8578	-2640.683
8579	-2684.1882
8580	-2622.3323
8581	-2624.0554
8582	-2599.5654
8583	-2612.6458
8584	-2597.286
8585	-2672.505
8586	-2618.5527
8587	-2642.9312
8588	-2599.5195
8589	-2656.9048
8590	-2608.0608
8591	-2663.8987
8592	-2638.4692
8593	-2643.4268
8594	-2692.0679
8595	-2625.0532
8596	-2672.8286
8597	-2625.7522
8598	-2676.6326
8599	-2638.681
8600	-2620.031
8601	-2612.7222
8602	-2613.517
8603	-2601.4685
8604	-2630.1045
8605	-2657.1545
8606	-2666.2385
8607	-2602.5737
8608	-2659.816
8609	-2633.2573
8610	-2638.5867
8611	-2647.9097
8612	-2596.9336
8613	-2660.645
8614	-2634.8425
8615	-2643.0063
8616	-2618.0818
8617	-2634.4302
8618	-2611.0098
8619	-2666.0806
8620	-2625.9878
8621	-2601.0835
8622	-2658.352
8623	-2663.7983
8624	-2637.6562
8625	-2658.7344
8626	-2617.1562
8627	-2656.241
8628	-2656.9827
8629	-2739.0137
8630	-2605.271
8631	-2630.933
8632	-2622.2905
8633	-2616.9702
8634	-2655.1252
8635	-2612.9597
8636	-2622.9019
8637	-2627.2415
8638	-2734.2634
8639	-2667.5015
8640	-2721.146
8641	-2637.4932
8642	-2669.5327
8643	-2629.2747
8644	-2623.718
8645	-2663.5073
8646	-2653.1865
8647	-2622.228
8648	-2608.5645
8649	-2626.9688
8650	-2649.6843
8651	-2620.9302
8652	-2633.5972
8653	-2665.324
8654	-2669.8716
8655	-2621.3013
8656	-2643.855
8657	-2656.486
8658	-2653.4897
8659	-2642.5981
8660	-2651.4878
8661	-2632.0269
8662	-2624.466
8663	-2614.8997
8664	-2656.453
8665	-2654.8875
8666	-2646.3035
8667	-2649.5884
8668	-2620.1401
8669	-2640.8179
8670	-2607.4937
8671	-2598.8655
8672	-2622.9849
8673	-2657.104
8674	-2662.8616
8675	-2614.8157
8676	-2696.2332
8677	-2660.8481
8678	-2627.6873
8679	-2632.325
8680	-2606.5474
8681	-2640.8408
8682	-2624.17
8683	-2646.7173
8684	-2647.8682
8685	-2632.3257
8686	-2623.409
8687	-2628.3914
8688	-2658.6145
8689	-2672.4985
8690	-2633.9128
8691	-2604.746
8692	-2628.525
8693	-2657.7773
8694	-2603.8557
8695	-2625.634
8696	-2640.3472
8697	-2680.2007
8698	-2640.4785
8699	-2609.898
8700	-2632.25
8701	-2666.4526
8702	-2676.1777
8703	-2643.7766
8704	-2632.5815
8705	-2674.2869
8706	-2606.4238
8707	-2698.3062
8708	-2686.921
8709	-2605.1255
8710	-2649.849
8711	-2616.4219
8712	-2627.9167
8713	-2617.4304
8714	-2660.0823
8715	-2616.4355
8716	-2639.3784
8717	-2676.0942
8718	-2626.5356
8719	-2704.691
8720	-2650.3845
8721	-2604.2444
8722	-2600.3943
8723	-2662.916
8724	-2646.3323
8725	-2709.3374
8726	-2624.9487
8727	-2681.7505
8728	-2648.5842
8729	-2647.6829
8730	-2647.1519
8731	-2621.8574
8732	-2626.265
8733	-2655.44
8734	-2606.4849
8735	-2629.5027
8736	-2648.0767
8737	-2663.5603
8738	-2651.9888
8739	-2634.3862
8740	-2645.654
8741	-2625.6343
8742	-2632.5715
8743	-2627.5815
8744	-2633.7
8745	-2663.857
8746	-2613.0183
8747	-2658.5322
8748	-2637.227
8749	-2612.8677
8750	-2652.7544
8751	-2642.438
8752	-2621.7678
8753	-2647.3718
8754	-2655.9565
8755	-2644.2422
8756	-2614.513
8757	-2629.8804
8758	-2623.797
8759	-2632.2144
8760	-2618.5784
8761	-2667.148
8762	-2656.0269
8763	-2629.7966
8764	-2625.5327
8765	-2661.6282
8766	-2664.8418
8767	-2618.2927
8768	-2616.8855
8769	-2661.9263
8770	-2613.827
8771	-2630.6702
8772	-2645.2546
8773	-2649.0662
8774	-2664.9492
8775	-2622.278
8776	-2603.4517
8777	-2609.719
8778	-2615.4932
8779	-2621.4617
8780	-2676.636
8781	-2608.0903
8782	-2624.773
8783	-2655.4583
8784	-2669.892
8785	-2621.2407
8786	-2596.4592
8787	-2634.484
8788	-2609.5952
8789	-2598.5168
8790	-2637.9304
8791	-2641.7598
8792	-2642.0
8793	-2633.6626
8794	-2660.2278
8795	-2609.481
8796	-2607.4424
8797	-2653.5142
8798	-2608.4448
8799	-2625.0942
8800	-2598.7693
8801	-2670.6194
8802	-2648.8093
8803	-2637.491
8804	-2694.6733
8805	-2609.099
8806	-2688.513
8807	-2659.0466
8808	-2640.6013
8809	-2647.135
8810	-2625.416
8811	-2633.8286
8812	-2656.48
8813	-2722.6313
8814	-2652.0679
8815	-2658.1523
8816	-2690.9233
8817	-2627.8289
8818	-2602.7622
8819	-2618.321
8820	-2613.9663
8821	-2668.3108
8822	-2653.4526
8823	-2607.469
8824	-2639.6294
8825	-2691.4036
8826	-2629.6587
8827	-2628.855
8828	-2651.5918
8829	-2675.6687
8830	-2621.892
8831	-2635.2295
8832	-2664.641
8833	-2610.9434
8834	-2631.4868
8835	-2647.293
8836	-2707.7734
8837	-2661.9006
8838	-2610.5027
8839	-2608.3315
8840	-2617.5698
8841	-2642.5962
8842	-2603.241
8843	-2633.0981
8844	-2660.2944
8845	-2629.602
8846	-2625.339
8847	-2617.9136
8848	-2616.0747
8849	-2649.6206
8850	-2633.649
8851	-2630.9153
8852	-2655.1895
8853	-2595.3904
8854	-2616.2644
8855	-2616.1194
8856	-2628.6829
8857	-2673.5317
8858	-2610.7434
8859	-2658.3652
8860	-2647.9338
8861	-2635.1323
8862	-2631.9985
8863	-2668.0376
8864	-2597.263
8865	-2606.8755
8866	-2668.1228
8867	-2673.5671
8868	-2628.591
8869	-2667.145
8870	-2631.0005
8871	-2607.9888
8872	-2662.8042
8873	-2608.5708
8874	-2692.6025
8875	-2634.6716
8876	-2621.3506
8877	-2662.4875
8878	-2616.028
8879	-2635.493
8880	-2629.9004
8881	-2687.6125
8882	-2630.032
8883	-2626.3364
8884	-2633.705
8885	-2603.8452
8886	-2635.1958
8887	-2636.157
8888	-2605.1475
8889	-2601.514
8890	-2707.9836
8891	-2632.8762
8892	-2643.0461
8893	-2684.3738
8894	-2599.392
8895	-2653.0605
8896	-2600.6387
8897	-2632.9531
8898	-2618.8665
8899	-2655.1282
8900	-2624.3643
8901	-2632.536
8902	-2631.4019
8903	-2622.3958
8904	-2662.1362
8905	-2667.621
8906	-2646.0813
8907	-2661.8755
8908	-2619.7893
8909	-2659.9666
8910	-2653.7305
8911	-2653.5317
8912	-2611.8464
8913	-2664.021
8914	-2664.9636
8915	-2623.4448
8916	-2641.2156
8917	-2711.5896
8918	-2635.448
8919	-2624.192
8920	-2630.88
8921	-2646.0156
8922	-2637.3625
8923	-2617.877
8924	-2637.703
8925	-2615.2095
8926	-2666.5867
8927	-2597.0288
8928	-2633.476
8929	-2632.7861
8930	-2687.1665
8931	-2632.254
8932	-2610.3298
8933	-2621.978
8934	-2636.097
8935	-2623.9956
8936	-2615.7688
8937	-2649.5813
8938	-2619.562
8939	-2622.9016
8940	-2658.4219
8941	-2694.2139
8942	-2641.2815
8943	-2660.6792
8944	-2637.912
8945	-2653.466
8946	-2618.807
8947	-2610.5188
8948	-2621.4458
8949	-2626.8738
8950	-2620.8813
8951	-2589.5676
8952	-2637.8738
8953	-2651.5356
8954	-2603.3877
8955	-2759.171
8956	-2600.8237
8957	-2611.8398
8958	-2613.9492
8959	-2614.4204
8960	-2621.2441
8961	-2618.6636
8962	-2632.7832
8963	-2636.0667
8964	-2619.79
8965	-2629.6538
8966	-2669.5151
8967	-2637.7808
8968	-2646.7454
8969	-2668.728
8970	-2623.3862
8971	-2670.891
8972	-2684.291
8973	-2641.352
8974	-2631.7737
8975	-2630.723
8976	-2644.33
8977	-2650.998
8978	-2633.5742
8979	-2599.8508
8980	-2736.009
8981	-2614.8254
8982	-2665.2778
8983	-2679.4116
8984	-2633.9497
8985	-2664.537
8986	-2641.439
8987	-2611.1326
8988	-2653.056
8989	-2625.186
8990	-2625.6267
8991	-2632.4705
8992	-2623.0308
8993	-2657.6814
8994	-2680.5269
8995	-2615.514
8996	-2602.0256
8997	-2644.8638
8998	-2635.886
8999	-2617.9246
9000	-2712.2476
9001	-2627.7866
9002	-2617.643
9003	-2641.7905
9004	-2629.041
9005	-2637.4917
9006	-2622.5503
9007	-2628.1038
9008	-2676.1968
9009	-2619.9805
9010	-2642.8887
9011	-2651.5083
9012	-2659.7974
9013	-2635.2559
9014	-2643.3738
9015	-2625.4253
9016	-2614.8179
9017	-2615.3347
9018	-2649.6594
9019	-2623.18
9020	-2651.4534
9021	-2616.0127
9022	-2666.5332
9023	-2676.272
9024	-2613.1929
9025	-2692.1917
9026	-2629.4153
9027	-2633.2214
9028	-2628.472
9029	-2694.534
9030	-2623.6868
9031	-2638.3445
9032	-2660.047
9033	-2621.3657
9034	-2655.1106
9035	-2657.3547
9036	-2613.3381
9037	-2625.6865
9038	-2679.19
9039	-2623.724
9040	-2654.3289
9041	-2648.5535
9042	-2701.8142
9043	-2680.4927
9044	-2629.6724
9045	-2605.7761
9046	-2653.5483
9047	-2637.5605
9048	-2642.9104
9049	-2636.7634
9050	-2626.2834
9051	-2626.371
9052	-2602.6433
9053	-2636.6558
9054	-2631.7827
9055	-2615.301
9056	-2617.959
9057	-2646.5178
9058	-2666.202
9059	-2663.1948
9060	-2712.447
9061	-2653.5923
9062	-2635.5728
9063	-2631.4714
9064	-2642.318
9065	-2637.1243
9066	-2696.9563
9067	-2612.4155
9068	-2667.718
9069	-2693.5938
9070	-2617.2056
9071	-2697.7769
9072	-2618.2825
9073	-2634.8289
9074	-2637.983
9075	-2629.3665
9076	-2666.107
9077	-2630.5793
9078	-2611.2942
9079	-2691.232
9080	-2648.245
9081	-2621.263
9082	-2625.3389
9083	-2615.6606
9084	-2622.851
9085	-2622.7588
9086	-2611.4475
9087	-2686.162
9088	-2615.414
9089	-2634.44
9090	-2640.0925
9091	-2701.2512
9092	-2634.6113
9093	-2663.3315
9094	-2614.0457
9095	-2632.6223
9096	-2628.9082
9097	-2639.471
9098	-2624.1353
9099	-2610.2168
9100	-2617.314
9101	-2628.565
9102	-2659.651
9103	-2656.306
9104	-2738.298
9105	-2681.937
9106	-2652.7163
9107	-2673.82
9108	-2606.2407
9109	-2675.8335
9110	-2609.062
9111	-2658.2705
9112	-2618.6677
9113	-2650.0781
9114	-2610.9504
9115	-2607.5308
