	log_likelihood
7179	-2624.5386
7180	-2657.729
7181	-2651.1982
7182	-2609.8667
7183	-2644.3845
7184	-2646.9805
7185	-2610.9207
7186	-2644.5642
7187	-2633.339
7188	-2646.6743
7189	-2673.291
7190	-2612.8596
7191	-2665.9182
7192	-2613.2878
7193	-2658.8276
7194	-2639.0234
7195	-2598.8555
7196	-2683.6355
7197	-2668.4133
7198	-2657.204
7199	-2617.6687
7200	-2624.7715
7201	-2617.0737
7202	-2655.432
7203	-2666.7737
7204	-2609.5059
7205	-2643.138
7206	-2638.2742
7207	-2652.218
7208	-2642.6863
7209	-2625.261
7210	-2697.492
7211	-2634.438
7212	-2653.855
7213	-2644.9011
7214	-2629.55
7215	-2639.3801
7216	-2664.017
7217	-2616.4204
7218	-2642.4617
7219	-2711.6726
7220	-2635.5308
7221	-2653.1238
7222	-2608.6248
7223	-2612.84
7224	-2612.3706
7225	-2616.9263
7226	-2668.9517
7227	-2654.222
7228	-2665.4128
7229	-2598.9248
7230	-2624.0435
7231	-2665.4983
7232	-2608.2815
7233	-2641.5413
7234	-2630.0176
7235	-2673.5132
7236	-2666.7126
7237	-2619.3403
7238	-2623.0603
7239	-2602.429
7240	-2616.9692
7241	-2685.8481
7242	-2691.327
7243	-2602.427
7244	-2623.3071
7245	-2664.3118
7246	-2622.3667
7247	-2682.0906
7248	-2613.823
7249	-2598.5132
7250	-2604.4355
7251	-2592.6
7252	-2671.6807
7253	-2638.104
7254	-2641.32
7255	-2614.086
7256	-2603.2803
7257	-2608.1025
7258	-2638.069
7259	-2624.9026
7260	-2663.4822
7261	-2642.21
7262	-2620.5054
7263	-2635.9119
7264	-2612.9614
7265	-2619.1416
7266	-2653.3992
7267	-2634.7056
7268	-2613.8948
7269	-2620.4272
7270	-2638.095
7271	-2637.0356
7272	-2629.515
7273	-2708.5122
7274	-2608.1108
7275	-2629.87
7276	-2639.042
7277	-2650.1497
7278	-2623.2063
7279	-2621.2456
7280	-2643.2974
7281	-2643.5564
7282	-2649.76
7283	-2625.6
7284	-2663.3179
7285	-2671.364
7286	-2659.2039
7287	-2635.174
7288	-2664.9917
7289	-2662.9106
7290	-2684.7146
7291	-2607.614
7292	-2645.4692
7293	-2611.8315
7294	-2682.477
7295	-2620.9536
7296	-2615.8867
7297	-2623.1536
7298	-2639.922
7299	-2610.972
7300	-2628.0625
7301	-2682.1646
7302	-2605.269
7303	-2642.6016
7304	-2625.7878
7305	-2620.0317
7306	-2660.8652
7307	-2670.089
7308	-2636.544
7309	-2658.1646
7310	-2634.2104
7311	-2670.5005
7312	-2627.8586
7313	-2621.1238
7314	-2625.4465
7315	-2768.0073
7316	-2636.523
7317	-2617.8477
7318	-2639.27
7319	-2637.685
7320	-2681.8364
7321	-2630.1504
7322	-2602.8296
7323	-2618.2314
7324	-2680.5513
7325	-2689.2456
7326	-2609.4624
7327	-2610.5708
7328	-2616.0564
7329	-2632.4683
7330	-2678.8225
7331	-2626.3523
7332	-2625.4294
7333	-2720.4155
7334	-2655.384
7335	-2682.826
7336	-2732.543
7337	-2625.6438
7338	-2625.2256
7339	-2645.0671
7340	-2622.09
7341	-2686.9019
7342	-2634.6177
7343	-2654.8179
7344	-2636.4656
7345	-2606.4402
7346	-2685.8938
7347	-2623.2605
7348	-2610.5957
7349	-2686.2207
7350	-2646.5625
7351	-2696.7156
7352	-2611.8618
7353	-2612.8008
7354	-2631.0151
7355	-2629.6555
7356	-2635.0593
7357	-2685.3926
7358	-2609.8145
7359	-2599.0774
7360	-2593.4812
7361	-2611.2424
7362	-2631.0652
7363	-2623.2969
7364	-2687.6133
7365	-2666.2153
7366	-2631.5906
7367	-2614.0679
7368	-2690.082
7369	-2648.5327
7370	-2620.409
7371	-2605.3071
7372	-2647.6064
7373	-2616.5864
7374	-2604.377
7375	-2637.6863
7376	-2628.5938
7377	-2615.9473
7378	-2718.6318
7379	-2631.8855
7380	-2680.5925
7381	-2638.391
7382	-2629.1814
7383	-2638.4478
7384	-2653.7437
7385	-2639.1587
7386	-2610.3706
7387	-2601.2944
7388	-2638.5532
7389	-2620.3584
7390	-2627.2515
7391	-2680.3174
7392	-2738.2563
7393	-2653.8782
7394	-2673.0312
7395	-2684.901
7396	-2635.5454
7397	-2606.2651
7398	-2609.4954
7399	-2613.5764
7400	-2706.0222
7401	-2665.851
7402	-2693.8782
7403	-2621.063
7404	-2608.7883
7405	-2593.1936
7406	-2639.9138
7407	-2596.7065
7408	-2624.3472
7409	-2617.0657
7410	-2729.6387
7411	-2660.1685
7412	-2622.974
7413	-2642.4204
7414	-2640.8887
7415	-2616.6406
7416	-2693.3313
7417	-2623.4583
7418	-2607.5479
7419	-2632.5493
7420	-2636.3708
7421	-2639.4814
7422	-2637.896
7423	-2636.1282
7424	-2634.2864
7425	-2606.551
7426	-2652.7747
7427	-2625.4
7428	-2625.023
7429	-2650.7036
7430	-2630.4114
7431	-2605.9165
7432	-2613.996
7433	-2619.8582
7434	-2664.9663
7435	-2657.2612
7436	-2629.2004
7437	-2649.8528
7438	-2619.1199
7439	-2615.9077
7440	-2676.7817
7441	-2610.938
7442	-2645.192
7443	-2596.5774
7444	-2660.3
7445	-2651.2004
7446	-2665.0996
7447	-2612.898
7448	-2608.571
7449	-2637.0293
7450	-2652.1584
7451	-2636.5435
7452	-2642.263
7453	-2635.5005
7454	-2623.4058
7455	-2608.942
7456	-2656.061
7457	-2602.351
7458	-2595.4558
7459	-2652.3901
7460	-2686.2249
7461	-2624.3818
7462	-2608.5398
7463	-2639.233
7464	-2650.607
7465	-2609.11
7466	-2603.3599
7467	-2636.1465
7468	-2619.877
7469	-2667.1694
7470	-2615.0696
7471	-2617.2214
7472	-2624.558
7473	-2671.9539
7474	-2629.775
7475	-2630.4702
7476	-2618.6467
7477	-2635.5386
7478	-2616.96
7479	-2589.0486
7480	-2649.3647
7481	-2640.1777
7482	-2612.9304
7483	-2639.2463
7484	-2674.5046
7485	-2684.5354
7486	-2651.8657
7487	-2634.3438
7488	-2694.7
7489	-2693.4934
7490	-2619.4438
7491	-2621.6692
7492	-2658.4817
7493	-2697.3022
7494	-2650.8242
7495	-2636.4736
7496	-2639.6572
7497	-2638.8176
7498	-2627.2065
7499	-2627.2407
7500	-2686.374
7501	-2611.4614
7502	-2623.274
7503	-2644.0137
7504	-2674.3584
7505	-2684.7327
7506	-2635.1719
7507	-2613.0315
7508	-2612.9763
7509	-2660.1821
7510	-2625.396
7511	-2635.7803
7512	-2617.1116
7513	-2662.5913
7514	-2630.6753
7515	-2667.6682
7516	-2636.52
7517	-2700.1128
7518	-2629.5642
7519	-2624.1902
7520	-2603.1184
7521	-2618.408
7522	-2655.108
7523	-2690.4019
7524	-2613.1833
7525	-2602.7883
7526	-2641.6616
7527	-2621.4995
7528	-2617.1245
7529	-2610.2092
7530	-2697.5833
7531	-2615.8274
7532	-2659.9333
7533	-2674.4524
7534	-2642.9036
7535	-2641.8726
7536	-2627.1265
7537	-2624.143
7538	-2627.0513
7539	-2622.1648
7540	-2601.2063
7541	-2611.1868
7542	-2596.7417
7543	-2630.6306
7544	-2638.4465
7545	-2620.1448
7546	-2642.214
7547	-2664.975
7548	-2688.059
7549	-2676.159
7550	-2678.6826
7551	-2655.2112
7552	-2686.2534
7553	-2642.1948
7554	-2652.3035
7555	-2604.7463
7556	-2616.985
7557	-2665.845
7558	-2601.1577
7559	-2655.89
7560	-2642.0667
7561	-2637.4375
7562	-2631.578
7563	-2667.2048
7564	-2689.1233
7565	-2632.3416
7566	-2643.8794
7567	-2629.8032
7568	-2685.0903
7569	-2609.134
7570	-2653.526
7571	-2625.9087
7572	-2673.0005
7573	-2655.418
7574	-2631.937
7575	-2626.1108
7576	-2789.742
7577	-2632.5864
7578	-2645.286
7579	-2645.2476
7580	-2617.6404
7581	-2637.6467
7582	-2664.6694
7583	-2670.7932
7584	-2641.632
7585	-2674.4446
7586	-2676.1514
7587	-2672.86
7588	-2657.6418
7589	-2627.5894
7590	-2627.4429
7591	-2627.1184
7592	-2644.9395
7593	-2666.586
7594	-2638.6926
7595	-2634.3433
7596	-2665.1155
7597	-2654.8306
7598	-2612.48
7599	-2782.6792
7600	-2643.759
7601	-2614.5532
7602	-2605.423
7603	-2626.994
7604	-2632.1824
7605	-2669.8796
7606	-2622.5813
7607	-2609.6887
7608	-2624.3198
7609	-2627.6763
7610	-2655.005
7611	-2616.6511
7612	-2631.6746
7613	-2650.4646
7614	-2710.2075
7615	-2660.5913
7616	-2640.0098
7617	-2655.5547
7618	-2619.8433
7619	-2626.403
7620	-2741.5298
7621	-2646.0027
7622	-2626.1802
7623	-2612.866
7624	-2644.0894
7625	-2626.7163
7626	-2664.3652
7627	-2649.2644
7628	-2617.767
7629	-2692.252
7630	-2664.1538
7631	-2631.653
7632	-2623.302
7633	-2646.942
7634	-2649.1458
7635	-2632.431
7636	-2616.0603
7637	-2643.6792
7638	-2640.7583
7639	-2616.2886
7640	-2618.231
7641	-2718.973
7642	-2612.4722
7643	-2650.6294
7644	-2627.9497
7645	-2639.0112
7646	-2589.7993
7647	-2616.082
7648	-2692.234
7649	-2629.4792
7650	-2626.1938
7651	-2634.5615
7652	-2630.109
7653	-2637.5618
7654	-2645.058
7655	-2636.9304
7656	-2700.5552
7657	-2635.1147
7658	-2633.3938
7659	-2655.7156
7660	-2619.1367
7661	-2609.7097
7662	-2619.5762
7663	-2630.2656
7664	-2643.9832
7665	-2626.9575
7666	-2645.1687
7667	-2673.9954
7668	-2673.9197
7669	-2624.393
7670	-2637.0542
7671	-2658.58
7672	-2606.609
7673	-2645.2017
7674	-2623.3347
7675	-2679.7751
7676	-2615.4126
7677	-2636.1494
7678	-2622.5796
7679	-2620.1572
7680	-2621.854
7681	-2634.5754
7682	-2633.493
7683	-2636.9214
7684	-2624.0386
7685	-2618.3037
7686	-2625.0706
7687	-2630.1787
7688	-2616.7107
7689	-2664.2405
7690	-2665.5322
7691	-2621.5476
7692	-2692.727
7693	-2654.5261
7694	-2635.3035
7695	-2615.7378
7696	-2639.9866
7697	-2610.0842
7698	-2676.457
7699	-2610.2175
7700	-2626.353
7701	-2628.668
7702	-2632.9019
7703	-2610.1672
7704	-2656.5925
7705	-2662.3042
7706	-2652.5588
7707	-2636.8608
7708	-2613.476
7709	-2623.0215
7710	-2639.525
7711	-2624.1226
7712	-2650.5662
7713	-2624.1792
7714	-2617.9922
7715	-2688.3696
7716	-2643.3804
7717	-2634.2834
7718	-2649.1865
7719	-2640.3032
7720	-2648.6973
7721	-2642.3513
7722	-2668.491
7723	-2601.7632
7724	-2614.937
7725	-2683.2063
7726	-2593.7869
7727	-2601.9927
7728	-2599.3682
7729	-2625.2888
7730	-2623.5723
7731	-2613.2363
7732	-2649.1294
7733	-2646.9849
7734	-2677.5562
7735	-2649.8677
7736	-2622.8125
7737	-2621.831
7738	-2628.8374
7739	-2599.5225
7740	-2689.8938
7741	-2622.2388
7742	-2671.1047
7743	-2604.6323
7744	-2668.8247
7745	-2631.368
7746	-2607.5735
7747	-2642.442
7748	-2637.8438
7749	-2597.272
7750	-2627.4065
7751	-2621.2231
7752	-2640.036
7753	-2619.6274
7754	-2619.4912
7755	-2604.3745
7756	-2650.921
7757	-2623.534
7758	-2629.1365
7759	-2620.004
7760	-2649.8262
7761	-2602.5884
7762	-2704.949
7763	-2649.8125
7764	-2620.0037
7765	-2590.091
7766	-2621.0447
7767	-2616.786
7768	-2681.6125
7769	-2643.381
7770	-2655.956
7771	-2639.7834
7772	-2682.3364
7773	-2612.4268
7774	-2628.8865
7775	-2636.7087
7776	-2594.896
7777	-2613.405
7778	-2652.6638
7779	-2619.1006
7780	-2607.4644
7781	-2650.0928
7782	-2683.1567
7783	-2653.2808
7784	-2627.936
7785	-2671.393
7786	-2636.1042
7787	-2652.5708
7788	-2607.3818
7789	-2624.584
7790	-2636.3508
7791	-2638.284
7792	-2620.0432
7793	-2609.524
7794	-2618.1804
7795	-2627.8867
7796	-2690.384
7797	-2620.6672
7798	-2652.4626
7799	-2645.3008
7800	-2607.359
7801	-2620.6824
7802	-2642.9888
7803	-2635.6685
7804	-2668.4497
7805	-2679.6555
7806	-2671.3452
7807	-2624.7012
7808	-2628.6626
7809	-2619.3357
7810	-2645.95
7811	-2603.1719
7812	-2639.7925
7813	-2694.8948
7814	-2632.357
7815	-2638.965
7816	-2712.2976
7817	-2632.386
7818	-2622.4355
7819	-2614.5723
7820	-2607.9177
7821	-2635.9058
7822	-2652.018
7823	-2673.3826
7824	-2631.4702
7825	-2611.0227
7826	-2655.0925
7827	-2633.7107
7828	-2640.8938
7829	-2726.5952
7830	-2686.6255
7831	-2651.2046
7832	-2666.901
7833	-2609.3438
7834	-2656.754
7835	-2673.9424
7836	-2625.6167
7837	-2592.6182
7838	-2657.1113
7839	-2665.8308
7840	-2631.2048
7841	-2620.7446
7842	-2645.3357
7843	-2667.8293
7844	-2619.642
7845	-2620.602
7846	-2680.573
7847	-2632.9895
7848	-2651.1309
7849	-2645.8557
7850	-2640.2712
7851	-2634.2195
7852	-2606.3684
7853	-2641.2808
7854	-2672.1287
7855	-2622.3
7856	-2676.438
7857	-2611.5713
7858	-2609.478
7859	-2613.463
7860	-2606.978
7861	-2662.4097
7862	-2652.0469
7863	-2655.5886
7864	-2612.515
7865	-2611.148
7866	-2684.4602
7867	-2627.9731
7868	-2590.013
7869	-2617.0918
7870	-2662.5896
7871	-2643.2969
7872	-2648.9417
7873	-2623.7542
7874	-2701.895
7875	-2607.865
7876	-2610.8364
7877	-2651.788
7878	-2673.2976
7879	-2586.0269
7880	-2660.6287
7881	-2629.134
7882	-2723.3608
7883	-2715.3809
7884	-2667.8828
7885	-2617.1672
7886	-2627.0474
7887	-2683.7878
7888	-2661.2974
7889	-2627.0757
7890	-2643.6453
7891	-2668.9133
7892	-2640.9534
7893	-2677.6257
7894	-2633.789
7895	-2610.2031
7896	-2683.3733
7897	-2678.7493
7898	-2652.6997
7899	-2640.4702
7900	-2616.7036
7901	-2658.123
7902	-2617.021
7903	-2629.0464
7904	-2617.291
7905	-2631.1655
7906	-2680.1
7907	-2593.8003
7908	-2653.3562
7909	-2611.5896
7910	-2626.405
7911	-2636.5933
7912	-2646.5833
7913	-2616.435
7914	-2646.722
7915	-2615.7417
7916	-2615.8286
7917	-2622.4897
7918	-2643.1914
7919	-2652.689
7920	-2646.655
7921	-2662.4731
7922	-2683.8716
7923	-2645.8054
7924	-2641.8015
7925	-2605.9348
7926	-2653.1196
7927	-2617.3872
7928	-2604.8032
7929	-2599.097
7930	-2649.9504
7931	-2643.812
7932	-2654.6536
7933	-2589.8008
7934	-2654.4875
7935	-2677.396
7936	-2640.6475
7937	-2607.0962
7938	-2652.5754
7939	-2627.3308
7940	-2625.6377
7941	-2627.0657
7942	-2638.6743
7943	-2636.3953
7944	-2674.1597
7945	-2618.7769
7946	-2614.2612
7947	-2646.847
7948	-2659.6016
7949	-2684.0515
7950	-2628.6743
7951	-2678.516
7952	-2665.6272
7953	-2662.9177
7954	-2617.206
7955	-2635.566
7956	-2630.1653
7957	-2655.1821
7958	-2651.1626
7959	-2611.1023
7960	-2595.9688
7961	-2666.1528
7962	-2634.4653
7963	-2664.5725
7964	-2630.9487
7965	-2720.9922
7966	-2647.4277
7967	-2597.2957
7968	-2629.6028
7969	-2665.814
7970	-2696.6719
7971	-2662.8977
7972	-2636.33
7973	-2643.151
7974	-2609.5703
7975	-2638.5122
7976	-2613.065
7977	-2634.7693
7978	-2635.1265
7979	-2623.985
7980	-2659.1528
7981	-2690.4644
7982	-2695.5356
7983	-2613.2468
7984	-2609.9587
7985	-2611.0386
7986	-2625.7878
7987	-2609.108
7988	-2633.4832
7989	-2627.9963
7990	-2616.4521
7991	-2598.6746
7992	-2606.1785
7993	-2638.1436
7994	-2692.0762
7995	-2633.0923
7996	-2613.4973
7997	-2660.4155
7998	-2636.1401
7999	-2687.938
8000	-2625.535
8001	-2637.9368
8002	-2666.2383
8003	-2649.8096
8004	-2627.515
8005	-2639.7551
8006	-2675.555
8007	-2649.8123
8008	-2647.1917
8009	-2634.1611
8010	-2633.5479
8011	-2627.632
8012	-2613.7559
8013	-2640.5125
8014	-2619.2202
8015	-2615.516
8016	-2623.4475
8017	-2642.4985
8018	-2640.8137
8019	-2631.787
8020	-2630.608
8021	-2617.1323
8022	-2654.5737
8023	-2659.9395
8024	-2605.7966
8025	-2702.4019
8026	-2639.503
8027	-2622.568
8028	-2660.7415
8029	-2615.651
8030	-2645.2346
8031	-2657.5105
8032	-2623.0085
8033	-2677.6882
8034	-2618.3755
8035	-2639.3198
8036	-2649.4055
8037	-2685.521
8038	-2614.726
8039	-2621.509
8040	-2616.592
8041	-2641.5933
8042	-2616.4883
8043	-2621.5942
8044	-2601.0737
8045	-2605.7827
8046	-2624.9575
8047	-2588.2114
8048	-2630.5825
8049	-2662.2285
8050	-2690.6367
8051	-2614.8062
8052	-2661.028
8053	-2618.1074
8054	-2650.1565
8055	-2643.7117
8056	-2626.1577
8057	-2622.6636
8058	-2672.3145
8059	-2608.2266
8060	-2658.5696
8061	-2635.9258
8062	-2634.316
8063	-2652.3826
8064	-2621.0066
8065	-2656.2607
8066	-2633.7837
8067	-2647.7964
8068	-2693.4614
8069	-2627.191
8070	-2633.346
8071	-2645.6733
8072	-2646.4956
8073	-2638.0269
8074	-2636.7185
8075	-2616.7456
8076	-2628.3435
8077	-2656.4963
8078	-2635.383
8079	-2637.225
8080	-2599.7031
8081	-2643.3916
8082	-2610.2341
8083	-2680.4438
8084	-2662.745
8085	-2665.8582
8086	-2677.986
8087	-2632.7249
8088	-2595.7046
8089	-2646.2524
8090	-2660.9912
8091	-2635.1401
8092	-2631.0125
8093	-2664.8086
8094	-2650.3179
8095	-2629.6042
8096	-2638.194
8097	-2597.4014
8098	-2618.561
8099	-2632.1958
8100	-2639.9834
8101	-2614.7524
8102	-2623.0496
8103	-2621.7983
8104	-2686.838
8105	-2656.7925
8106	-2678.6274
8107	-2631.996
8108	-2646.2935
8109	-2627.37
8110	-2607.4011
8111	-2629.0413
8112	-2651.767
8113	-2607.3992
8114	-2656.3735
8115	-2608.799
8116	-2676.7632
8117	-2639.647
8118	-2616.9136
8119	-2651.6907
8120	-2615.2087
8121	-2629.1108
8122	-2639.9673
8123	-2685.1309
8124	-2608.3223
8125	-2621.6182
8126	-2635.3862
8127	-2613.5952
8128	-2635.8843
8129	-2639.7856
8130	-2676.9172
8131	-2675.0073
8132	-2613.435
8133	-2622.711
8134	-2626.3784
8135	-2621.347
8136	-2664.3347
8137	-2619.693
8138	-2662.4954
8139	-2611.0513
8140	-2672.9082
8141	-2661.6812
8142	-2633.5474
8143	-2616.3906
8144	-2622.121
8145	-2732.5845
8146	-2620.6946
8147	-2616.334
8148	-2648.847
8149	-2609.722
8150	-2627.759
8151	-2654.7476
8152	-2628.2488
8153	-2639.939
8154	-2611.2222
8155	-2622.1128
8156	-2663.504
8157	-2649.5347
8158	-2625.2659
8159	-2635.428
8160	-2605.3762
8161	-2610.5513
8162	-2683.438
8163	-2647.2036
8164	-2641.3179
8165	-2642.6604
8166	-2614.625
8167	-2630.537
8168	-2623.8142
8169	-2690.626
8170	-2689.4644
8171	-2626.214
8172	-2662.615
8173	-2669.8433
8174	-2608.3535
8175	-2646.4153
8176	-2675.296
8177	-2611.332
8178	-2638.3696
8179	-2634.2651
8180	-2612.1045
8181	-2612.7693
8182	-2600.41
8183	-2631.3564
8184	-2627.8484
8185	-2628.804
8186	-2611.1594
8187	-2663.9585
8188	-2635.8726
8189	-2605.213
8190	-2622.3618
8191	-2618.8147
8192	-2626.6208
8193	-2603.9878
8194	-2616.7546
8195	-2626.4038
8196	-2622.0308
8197	-2632.4192
8198	-2669.5093
8199	-2623.3735
8200	-2625.5454
8201	-2647.8474
8202	-2628.6272
8203	-2684.5913
8204	-2634.9673
8205	-2615.8027
8206	-2627.5662
8207	-2677.2312
8208	-2623.385
8209	-2641.3289
8210	-2610.368
8211	-2629.0261
8212	-2648.0142
8213	-2615.1238
8214	-2657.216
8215	-2692.6172
8216	-2656.819
8217	-2635.1426
8218	-2671.7583
8219	-2622.8936
8220	-2606.0828
8221	-2643.0166
8222	-2647.4695
8223	-2623.571
8224	-2677.2175
8225	-2612.0903
8226	-2645.9524
8227	-2643.094
8228	-2637.301
8229	-2656.8508
8230	-2649.1997
8231	-2636.6082
8232	-2641.0322
8233	-2639.7695
8234	-2613.6377
8235	-2642.2683
8236	-2606.9595
8237	-2622.303
8238	-2617.3254
8239	-2633.7712
8240	-2616.4258
8241	-2642.8823
8242	-2628.1924
8243	-2666.4192
8244	-2613.985
8245	-2616.13
8246	-2625.1868
8247	-2647.705
8248	-2629.622
8249	-2671.8096
8250	-2631.2332
8251	-2661.1357
8252	-2602.788
8253	-2612.8167
8254	-2669.684
8255	-2624.0647
8256	-2641.2815
8257	-2610.8003
8258	-2607.5684
8259	-2614.4253
8260	-2614.92
8261	-2614.773
8262	-2672.0276
8263	-2610.984
8264	-2624.4841
8265	-2608.4224
8266	-2651.9888
8267	-2734.2896
8268	-2598.6086
8269	-2603.3083
8270	-2631.3872
8271	-2667.8853
8272	-2651.5288
8273	-2698.0083
8274	-2639.061
8275	-2625.774
8276	-2622.5918
8277	-2610.0034
8278	-2662.9836
8279	-2635.4946
8280	-2675.577
8281	-2615.8008
8282	-2636.3079
8283	-2632.541
8284	-2619.7378
8285	-2678.556
8286	-2642.656
8287	-2599.312
8288	-2616.3052
8289	-2686.9963
8290	-2645.061
8291	-2631.2947
8292	-2627.4617
8293	-2628.1143
8294	-2659.463
8295	-2644.4321
8296	-2620.7258
8297	-2621.712
8298	-2635.0508
8299	-2679.642
8300	-2605.9214
8301	-2633.6099
8302	-2614.39
8303	-2662.6672
8304	-2629.1086
8305	-2673.5845
8306	-2615.411
8307	-2661.2778
8308	-2619.3298
8309	-2629.2708
8310	-2622.0964
8311	-2626.142
8312	-2656.414
8313	-2716.3276
8314	-2631.1978
8315	-2656.071
8316	-2641.5195
8317	-2651.2656
8318	-2697.6958
8319	-2700.3455
8320	-2638.125
8321	-2638.2898
8322	-2618.647
8323	-2612.444
8324	-2622.216
8325	-2648.7769
8326	-2633.7075
8327	-2662.0159
8328	-2632.476
8329	-2634.9265
8330	-2609.315
8331	-2631.3872
8332	-2624.007
8333	-2625.0842
8334	-2636.2935
8335	-2610.6187
8336	-2631.4116
8337	-2623.0745
8338	-2643.606
8339	-2622.2898
8340	-2621.2058
8341	-2610.7476
8342	-2613.8123
8343	-2644.768
8344	-2623.6008
8345	-2638.996
8346	-2687.52
8347	-2638.482
8348	-2621.399
8349	-2628.0286
8350	-2630.0364
8351	-2608.2573
8352	-2623.3994
8353	-2610.229
8354	-2640.7231
8355	-2619.9758
8356	-2697.7498
8357	-2632.6958
8358	-2676.3345
8359	-2625.5056
8360	-2627.7783
8361	-2680.1133
8362	-2617.984
8363	-2656.403
8364	-2658.3203
8365	-2598.9253
8366	-2640.9324
8367	-2657.728
8368	-2627.6191
8369	-2611.3035
8370	-2623.5398
8371	-2626.8586
8372	-2628.9004
8373	-2624.131
8374	-2613.1848
8375	-2708.026
8376	-2667.2927
8377	-2658.9019
8378	-2645.65
8379	-2617.8574
8380	-2625.7449
8381	-2609.0288
8382	-2637.8875
8383	-2611.3228
8384	-2619.2034
8385	-2595.1257
8386	-2616.0903
8387	-2603.6646
8388	-2644.9092
8389	-2666.4915
8390	-2606.5278
8391	-2692.2544
8392	-2633.0513
8393	-2605.8315
8394	-2621.941
8395	-2620.9954
8396	-2604.0469
8397	-2612.273
8398	-2677.1548
8399	-2651.52
8400	-2612.0327
8401	-2612.5256
8402	-2631.5085
8403	-2607.7544
8404	-2626.8735
8405	-2636.7114
8406	-2634.1147
8407	-2669.829
8408	-2620.2703
8409	-2617.1882
8410	-2655.1865
8411	-2698.065
8412	-2630.231
8413	-2657.9453
8414	-2594.7256
8415	-2602.722
8416	-2619.9673
8417	-2630.2175
8418	-2622.089
8419	-2666.466
8420	-2642.278
8421	-2647.494
8422	-2617.1587
8423	-2645.646
8424	-2616.4397
8425	-2625.62
8426	-2614.6301
8427	-2619.9565
8428	-2610.6077
8429	-2604.4487
8430	-2621.1147
8431	-2601.2468
8432	-2613.578
8433	-2650.0962
8434	-2688.178
8435	-2691.3135
8436	-2660.6511
8437	-2602.5347
8438	-2615.581
8439	-2643.0425
8440	-2619.771
8441	-2631.734
8442	-2653.895
8443	-2635.0144
8444	-2656.0222
8445	-2646.9045
8446	-2608.042
8447	-2641.0037
8448	-2624.4563
8449	-2623.2295
8450	-2607.6016
8451	-2700.487
8452	-2595.6028
8453	-2614.064
8454	-2669.211
8455	-2659.3293
8456	-2629.3137
8457	-2610.1997
8458	-2621.059
8459	-2665.493
8460	-2662.9636
8461	-2631.346
8462	-2604.975
8463	-2628.0032
8464	-2634.6792
8465	-2666.5398
8466	-2626.0
8467	-2642.4229
8468	-2592.4302
8469	-2615.3064
8470	-2662.0896
8471	-2622.0527
8472	-2730.36
8473	-2608.479
8474	-2597.3933
8475	-2697.7944
8476	-2633.0632
8477	-2661.8872
8478	-2607.1572
8479	-2637.6445
8480	-2705.3074
8481	-2605.2488
8482	-2619.0918
8483	-2687.2751
8484	-2632.4734
8485	-2653.7083
8486	-2614.6367
8487	-2609.6646
8488	-2608.1755
8489	-2707.476
8490	-2611.6025
8491	-2628.9695
8492	-2680.5044
8493	-2610.3684
8494	-2641.5059
8495	-2619.3892
8496	-2643.6062
8497	-2655.118
8498	-2719.4858
8499	-2643.0715
8500	-2658.9075
8501	-2602.6614
8502	-2621.4656
8503	-2676.6843
8504	-2617.6536
8505	-2649.066
8506	-2659.2053
8507	-2646.9165
8508	-2643.899
8509	-2633.681
8510	-2601.7302
8511	-2640.6604
8512	-2602.7427
8513	-2688.3015
8514	-2646.053
8515	-2659.1477
8516	-2611.899
8517	-2647.5361
8518	-2653.8542
8519	-2655.8003
8520	-2632.7148
8521	-2626.1997
8522	-2619.4304
8523	-2617.462
8524	-2624.5437
8525	-2651.8613
8526	-2649.3987
8527	-2638.2937
8528	-2645.396
8529	-2595.2795
8530	-2661.8499
8531	-2615.454
8532	-2689.9263
8533	-2644.4067
8534	-2693.5874
8535	-2665.9946
8536	-2642.9363
8537	-2644.2825
8538	-2610.8735
8539	-2625.651
8540	-2613.119
8541	-2612.8955
8542	-2616.1143
8543	-2652.0474
8544	-2629.2397
8545	-2689.6704
8546	-2633.662
8547	-2621.8752
8548	-2611.7046
8549	-2647.854
8550	-2660.3723
8551	-2621.7937
8552	-2671.5054
8553	-2620.198
8554	-2630.0488
8555	-2662.6602
8556	-2668.823
8557	-2623.9421
8558	-2656.565
8559	-2632.018
8560	-2634.2212
8561	-2658.3499
8562	-2643.9922
8563	-2645.308
8564	-2623.8809
8565	-2622.293
8566	-2600.8625
8567	-2627.2292
8568	-2621.852
8569	-2628.252
8570	-2645.4702
8571	-2692.2705
8572	-2616.2317
8573	-2622.504
8574	-2599.4673
8575	-2623.5627
8576	-2608.8352
8577	-2663.7493
8578	-2660.9194
8579	-2661.0947
8580	-2630.913
8581	-2648.7688
8582	-2642.5974
8583	-2670.0354
8584	-2659.8306
8585	-2614.0186
8586	-2664.983
8587	-2613.7124
8588	-2680.0112
8589	-2638.4773
8590	-2634.884
8591	-2616.4338
8592	-2645.6372
8593	-2713.4673
8594	-2651.3682
8595	-2663.8228
8596	-2616.8508
8597	-2674.6404
8598	-2668.9487
8599	-2654.3477
8600	-2656.388
8601	-2680.3484
8602	-2607.9126
8603	-2619.6096
8604	-2602.7554
8605	-2595.7192
8606	-2656.9075
8607	-2616.9724
8608	-2617.759
8609	-2639.8816
8610	-2640.0059
8611	-2634.458
8612	-2642.6936
8613	-2675.3264
